playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr,adapt_score
moorebo02,18,3.0,18,13,0,0,0,0,0,0,9,5,0,13,0.0,2.0,9.0,0.9142000000000001
moorebr01,8,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mooreca01,4,0.0,4,4,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moorech01,5,1.0,5,4,0,0,0,1,1,2,0,0,0,0,0.0,0.0,1.0,1.3654
moorech02,1334,1116.0,1334,1271,0,894,0,2,1,0,49,8,342,397,21.0,112.0,31.0,0.8993000000000002
moorecy01,148,39.0,148,147,147,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
moorede01,98,57.0,98,72,2,49,3,0,14,0,6,0,0,6,0.0,26.0,0.0,1.059
mooredo01,416,4.0,260,416,416,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mooreea01,388,94.0,388,388,388,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mooreed01,748,629.0,748,671,0,0,0,350,91,95,69,18,58,145,0.0,60.0,16.0,1.5468
mooreeu01,61,29.0,61,61,61,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moorefe01,2,2.0,2,2,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moorega01,7,3.0,7,6,0,0,1,0,0,0,0,0,5,5,0.0,2.0,0.0,0.5125000000000002
moorege01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,,,0.0
moorege02,10,2.0,10,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moorege03,1042,872.0,1042,917,0,0,3,0,0,0,31,48,841,915,0.0,83.0,2.0,0.2945000000000002
mooreha01,111,,111,111,0,0,0,0,0,8,102,2,1,105,,,,0.3206000000000002
mooreja01,21,16.0,21,20,0,20,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
mooreje01,35,,35,35,0,27,0,0,0,0,1,2,6,9,,,,0.7885
mooreje02,8,1.0,8,5,0,0,0,0,0,0,2,0,3,5,0.0,1.0,3.0,0.9653
mooreji01,46,10.0,46,46,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mooreji02,80,51.0,80,60,0,0,0,0,0,0,43,3,14,60,0.0,22.0,1.0,0.8432
moorejo01,846,707.0,846,737,0,0,0,0,0,0,208,174,361,737,0.0,101.0,8.0,1.3832
moorejo02,1335,1255.0,1335,1293,0,0,0,0,0,0,1248,49,6,1293,0.0,42.0,1.0,0.14029999999999987
mooreju01,289,195.0,289,221,0,0,1,4,150,0,60,0,12,69,27.0,65.0,6.0,0.9912999999999998
mooreke01,76,66.0,76,73,0,0,73,0,0,0,0,0,0,0,0.0,3.0,2.0,0.0
mooreke02,22,3.0,22,18,0,0,0,0,0,0,0,18,0,18,2.0,1.0,9.0,0.0
moorema01,79,0.0,79,79,79,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moorema02,108,106.0,19,108,108,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mooremi01,451,438.0,4,450,450,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0
mooremo01,21,,21,21,0,1,8,1,1,14,0,0,2,2,,,,1.3927
moorera01,751,536.0,751,578,0,11,90,1,66,0,65,14,341,419,0.0,164.0,0.0,1.3332
moorera02,365,105.0,365,365,365,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moorero01,87,46.0,87,81,80,0,0,0,0,0,0,0,1,1,0.0,5.0,1.0,0.04139999999999988
mooresc01,4,2.0,4,2,0,0,0,0,2,0,0,0,0,0,0.0,2.0,0.0,0.0
mooresc02,152,98.0,152,123,0,0,39,29,50,0,3,0,15,18,1.0,34.0,6.0,1.7098
moorete01,1298,1139.0,1298,1195,1,0,0,0,7,0,3,1185,2,1189,0.0,85.0,3.0,0.036599999999999966
mooreto01,45,3.0,19,42,42,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0
mooretr01,24,19.0,23,23,23,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
moorety01,277,132.0,277,186,1,0,91,0,0,0,93,0,9,101,0.0,115.0,3.0,1.1421
moorewh01,133,60.0,133,133,133,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moorewi01,261,32.0,261,261,261,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moorhbo01,47,7.0,47,47,47,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moosebo01,295,160.0,295,289,289,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,0.0
mootyja01,116,38.0,116,111,111,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,0.0
moraan01,235,177.0,235,161,0,0,0,0,1,0,158,0,4,160,40.0,54.0,1.0,0.1025999999999998
moragda01,4,0.0,3,4,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moralfr01,305,47.0,149,305,305,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moralje01,1441,1093.0,1441,1258,0,0,0,0,4,0,247,510,563,1258,7.0,239.0,27.0,1.3998
moraljo01,733,221.0,733,101,0,30,68,0,0,0,7,0,0,7,267.0,496.0,0.0,1.0017
moraljo02,96,55.0,96,61,0,58,2,2,0,0,0,0,0,0,16.0,27.0,3.0,0.2149000000000001
moralke01,1030,947.0,1030,408,0,0,386,0,0,0,0,0,23,23,582.0,61.0,1.0,0.18480000000000008
moralri01,480,294.0,480,448,0,0,1,175,63,233,0,0,1,1,0.0,39.0,26.0,1.2978
moralwi01,3,3.0,3,3,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morame01,1556,1383.0,1556,1478,0,0,27,48,908,194,174,158,29,348,14.0,74.0,19.0,1.3213
moranal01,135,120.0,135,133,0,0,0,0,2,131,0,0,0,0,0.0,2.0,2.0,0.05039999999999978
moranbi01,39,,39,39,0,37,0,0,0,0,2,0,0,2,,,,0.16900000000000004
moranbi02,635,527.0,635,594,0,0,2,465,89,49,0,0,0,0,0.0,40.0,21.0,0.7324000000000002
moranbi03,15,5.0,0,15,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moranch01,269,,269,269,0,0,0,22,87,157,0,0,1,1,,,,1.1239
moranch02,25,,25,25,3,16,0,0,0,1,0,0,0,0,,,,0.6318999999999999
moranco01,9,6.0,9,8,0,0,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
moranha01,74,41.0,74,73,73,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
moranhe01,595,510.0,595,584,0,1,0,0,0,0,48,142,405,584,0.0,12.0,2.0,0.9529000000000001
moranhi01,7,2.0,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moranmi01,1298,1142.0,1298,1246,0,0,0,1245,0,4,0,0,0,0,0.0,92.0,7.0,0.010800000000000143
moranpa01,818,37.0,818,813,0,695,19,1,43,3,0,0,4,4,0.0,4.0,0.0,0.30359999999999987
moranro01,7,4.0,7,6,0,0,0,0,0,0,4,1,1,6,0.0,0.0,1.0,1.0157
moransa01,11,,11,11,10,0,0,0,0,0,0,0,0,0,,,,0.0
morbajo01,61,16.0,61,27,0,0,0,12,1,14,0,0,0,0,14.0,11.0,23.0,1.0997
mordemi01,793,251.0,793,555,0,2,24,166,244,147,1,1,2,4,2.0,267.0,57.0,1.5556
morefo01,25,,25,25,25,0,0,0,0,0,0,0,0,0,,,,0.0
morehda01,177,134.0,177,177,177,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morehra01,179,114.0,179,128,0,0,0,102,0,26,0,0,0,0,0.0,40.0,8.0,0.6078999999999999
morehse01,132,24.0,132,132,132,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morejda01,12,10.0,12,11,0,0,0,0,0,0,2,6,3,11,0.0,1.0,1.0,1.2751
morelbr01,220,183.0,220,206,0,0,4,0,202,0,0,0,0,0,0.0,15.0,7.0,0.06499999999999995
morelha01,5,,5,5,0,0,0,0,1,4,0,0,0,0,,,,0.6000000000000001
morelke01,1306,1191.0,1306,1173,0,169,160,0,221,0,119,0,561,677,80.0,90.0,1.0,1.6713
morelmi01,773,666.0,773,695,1,0,661,0,0,0,2,0,45,47,52.0,72.0,2.0,0.22219999999999995
morelra01,42,0.0,42,42,42,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morenan01,21,12.0,0,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morendi01,4,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morened01,19,0.0,17,19,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morenjo01,82,13.0,82,20,0,0,0,7,4,0,4,0,5,9,1.0,56.0,9.0,1.7518
morenju01,73,45.0,73,73,73,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morenju02,49,0.0,6,49,49,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morenle01,141,,141,141,141,0,0,0,0,0,0,0,0,0,,,,0.0
morenom01,1382,1207.0,1382,1323,0,0,0,0,0,0,22,1221,84,1323,2.0,68.0,35.0,0.2631000000000001
morenor01,47,0.0,39,47,47,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moretro01,169,81.0,48,168,168,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
moreyda01,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morgaad01,38,36.0,35,38,38,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morgabi01,25,,25,25,0,11,0,2,0,0,0,0,14,14,,,,1.1743
morgabi02,77,,77,77,0,17,0,4,0,23,18,6,14,37,,,,2.0161
morgabo01,671,548.0,671,612,0,0,1,224,193,215,0,0,0,0,0.0,60.0,9.0,1.4993
morgach01,88,78.0,88,78,0,0,0,0,0,0,9,69,0,78,0.0,10.0,0.0,0.3668999999999998
morgacy01,210,45.0,210,210,210,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morgacy02,19,0.0,19,19,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morgaed01,771,719.0,771,730,0,0,593,0,17,0,2,19,101,122,0.0,38.0,7.0,0.6073
morgaed02,39,16.0,39,18,0,0,7,0,0,0,1,1,9,11,0.0,17.0,4.0,1.2679
morgajo01,88,40.0,88,48,0,0,0,7,38,0,0,2,2,4,0.0,45.0,1.0,0.7185999999999999
morgajo02,2649,2491.0,2649,2541,0,0,0,2526,3,0,14,2,0,16,5.0,142.0,6.0,0.02519999999999989
morgake01,1,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
morgami01,597,411.0,387,597,597,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morgany01,598,468.0,598,534,0,0,0,0,0,0,123,395,53,534,1.0,82.0,10.0,0.9318
morgapi01,33,,33,33,7,0,0,1,10,0,3,8,12,23,,,,1.9581
morgara01,741,713.0,741,725,0,0,3,669,34,25,0,0,0,0,0.0,16.0,0.0,0.28169999999999984
morgare01,88,,88,88,0,0,0,0,88,0,0,0,0,0,,,,0.0
morgato01,443,61.0,443,443,443,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morgave01,31,16.0,31,17,0,0,0,0,17,0,0,0,0,0,0.0,14.0,0.0,0.0
morhamo01,25,7.0,25,7,0,0,7,0,0,0,0,0,0,0,0.0,18.0,0.0,0.0
moriabi01,6,,6,6,0,0,0,0,0,6,0,0,0,0,,,,0.0
moriaed01,14,7.0,14,8,0,0,0,8,0,0,0,0,0,0,0.0,7.0,0.0,0.0
moriage01,72,,72,72,3,0,0,0,5,1,49,3,12,64,,,,1.0522
moriage02,1074,466.0,1074,1045,0,0,180,13,800,1,30,9,5,44,0.0,22.0,7.0,0.7185999999999999
moriami01,8,3.0,8,7,0,0,0,2,1,4,0,0,0,0,0.0,2.0,1.0,1.2072
morilju01,9,1.0,6,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morimsh01,2,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morinmi01,167,0.0,8,167,167,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morlajo01,49,7.0,49,49,49,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morlebi01,2,1.0,2,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0
mormaal01,176,0.0,73,176,176,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mormaru01,207,129.0,207,165,0,0,129,0,0,0,26,0,14,40,6.0,45.0,11.0,0.7454000000000001
morneju01,1545,1479.0,1545,1324,0,0,1324,0,0,0,0,0,0,0,190.0,50.0,3.0,0.0
morogda01,22,0.0,0,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moronje01,14,8.0,14,13,0,0,0,0,9,2,1,0,1,2,1.0,1.0,1.0,0.9783
moronji01,25,3.0,25,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morrebi01,48,9.0,48,48,48,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morriaj01,7,0.0,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morriak01,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morribi01,13,4.0,13,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morribr01,211,0.0,199,211,211,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morribu01,10,5.0,10,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morrida01,6,3.0,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morrido01,6,2.0,6,3,0,0,0,0,0,0,2,1,0,3,0.0,3.0,0.0,0.8786999999999998
morrie01,1,,1,1,1,0,0,0,0,0,0,1,0,1,,,,1.0157
morried01,317,,317,317,311,0,0,0,0,0,2,5,4,11,,,,0.11479999999999979
morried02,140,78.0,140,140,140,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morrifr01,8,,8,8,6,0,0,0,2,0,0,0,0,0,,,,0.7189999999999999
morrigu01,12,3.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morriha01,7,,7,7,7,0,0,0,0,0,0,0,1,1,,,,0.3952
morriha02,1246,980.0,1246,1036,0,0,982,0,0,0,56,0,6,61,43.0,202.0,3.0,0.19600000000000017
morrija01,41,,41,41,0,0,0,28,0,2,7,2,0,9,,,,0.8849999999999998
morrija02,568,523.0,23,549,549,0,0,0,0,0,0,0,0,0,7.0,0.0,19.0,0.0
morriji01,1089,867.0,1089,952,3,0,6,323,619,33,10,0,3,13,26.0,139.0,18.0,1.037
morriji02,21,0.0,0,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morrijo01,1265,,1265,1265,18,23,916,105,138,61,2,12,12,26,,,,0.9462999999999999
morrijo02,12,,12,12,0,0,0,0,12,0,0,0,0,0,,,,0.0
morrijo03,53,,53,53,0,0,0,0,0,0,0,53,0,53,,,,0.0
morrijo04,297,164.0,297,297,297,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morrijo05,254,215.0,254,248,0,0,0,131,36,112,1,0,0,1,0.0,7.0,1.0,1.3033
morrijo06,132,10.0,132,132,132,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morrijo07,402,108.0,402,249,0,0,0,0,0,0,44,54,165,249,6.0,176.0,21.0,1.1104
morrilo01,715,642.0,715,650,0,0,403,0,0,0,243,0,11,254,33.0,47.0,6.0,0.9820000000000002
morrima01,309,276.0,298,307,307,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0
morrimi01,83,,83,83,65,0,0,1,1,1,7,4,9,20,,,,0.8567
morrip01,1,,1,1,0,0,0,0,0,1,0,0,0,0,,,,0.0
morriph01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morrito01,14,,14,14,0,0,0,0,14,0,0,0,0,0,,,,0.0
morrito02,14,,14,14,0,0,0,0,8,4,0,0,2,2,,,,1.2072
morriwa01,23,,23,23,0,0,0,0,0,23,0,0,0,0,,,,0.0
morriwa02,440,375.0,440,401,0,0,0,400,1,0,0,0,0,0,0.0,49.0,2.0,0.008399999999999963
morrobr01,254,113.0,37,254,254,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morsebu01,8,5.0,8,8,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0
morseha01,4,2.0,4,3,0,0,0,0,0,2,1,0,0,1,0.0,1.0,0.0,0.8786999999999998
morsemi01,808,662.0,808,682,0,0,232,0,9,57,243,0,179,409,38.0,116.0,2.0,1.6694
mortecl01,74,13.0,19,74,74,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mortobu01,451,218.0,451,283,0,0,4,0,1,0,33,38,213,279,0.0,194.0,16.0,0.8357000000000001
mortoca01,266,242.0,266,255,255,0,0,0,0,0,0,0,0,0,0.0,1.0,10.0,0.0
mortoch01,88,,88,88,3,0,0,8,37,5,15,27,1,43,,,,1.7607
mortoch02,162,161.0,153,162,162,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mortoco01,10,4.0,10,7,0,7,0,0,0,0,0,0,0,0,0.0,3.0,2.0,0.0
mortogu01,317,185.0,317,317,317,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mortoke01,16,15.0,0,16,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mortosp01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,,,0.0
morynwa01,785,633.0,785,671,0,0,0,0,0,0,311,1,368,671,0.0,130.0,0.0,1.0105
moschro01,112,0.0,112,98,0,0,0,0,0,0,12,61,25,98,0.0,7.0,40.0,1.1004
moscogu01,70,26.0,33,70,70,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moscojo01,8,8.0,7,8,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mosebll01,1588,1491.0,1588,1528,0,0,0,0,0,0,103,1325,112,1528,37.0,61.0,14.0,0.4565999999999999
mosebro01,3,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moseldu01,101,53.0,24,101,101,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moselea01,142,100.0,142,136,136,0,0,0,0,0,0,0,0,0,0.0,1.0,5.0,0.0
moserwa01,14,5.0,14,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mosesje01,386,290.0,386,334,0,328,4,0,0,0,1,0,1,2,2.0,63.0,3.0,0.06040000000000001
mosesjo01,769,391.0,769,652,3,0,31,0,0,0,163,335,180,636,36.0,102.0,110.0,1.479
moseswa01,2014,1750.0,2014,1791,0,0,0,0,0,0,9,204,1587,1791,0.0,201.0,10.0,0.37780000000000014
moskapa01,153,92.0,153,148,148,0,0,0,0,0,0,0,0,0,0.0,3.0,2.0,0.0
moskido01,5,,5,5,0,0,2,0,0,0,0,0,1,1,,,,0.8786999999999998
moskoda01,31,0.0,30,31,31,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mosolji01,118,30.0,118,41,1,0,0,0,0,0,28,3,10,40,0.0,72.0,4.0,0.9984000000000002
mosquju01,12,8.0,12,11,0,11,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
mossbr01,898,701.0,898,774,0,0,341,0,2,0,215,2,298,492,27.0,153.0,11.0,1.4731
mossch01,47,6.0,47,26,0,26,0,0,0,0,0,0,0,0,0.0,22.0,1.0,0.0
mossda01,74,61.0,55,74,74,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mossho01,22,16.0,22,17,0,0,0,0,8,0,2,1,6,9,0.0,2.0,0.0,1.402
mossido01,463,165.0,463,460,460,0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,0.0
mossle01,824,588.0,824,721,0,721,0,0,0,0,0,0,0,0,0.0,123.0,0.0,0.0
mossma01,12,1.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mossoea01,3,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mossra01,117,42.0,117,112,112,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,0.0
mostijo01,971,888.0,971,921,0,0,0,10,5,1,17,855,38,907,0.0,42.0,10.0,0.2561
motaan01,27,26.0,27,27,0,0,0,27,0,0,0,0,0,0,0.0,0.0,1.0,0.0
motada01,4,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
motagu01,743,0.0,680,743,743,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
motajo01,19,11.0,19,18,0,0,0,15,0,3,0,0,0,0,0.0,1.0,5.0,0.5125000000000002
motama01,1536,792.0,1536,1035,0,1,0,6,16,0,726,271,120,1023,0.0,596.0,41.0,1.0848
motleda01,413,337.0,413,382,0,0,0,0,0,0,159,7,239,382,10.0,44.0,10.0,1.0089
mottbi01,90,85.0,90,90,0,0,0,27,7,63,0,0,0,0,0.0,0.0,0.0,1.0042
motteja01,398,0.0,382,398,398,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
motteta01,34,21.0,33,29,1,0,1,6,4,9,7,0,6,13,1.0,4.0,3.0,2.1045
mottoch01,59,34.0,59,49,0,0,0,0,0,0,8,2,41,49,2.0,8.0,4.0,0.6160000000000001
mottocu01,316,123.0,316,144,0,0,0,0,0,0,133,0,13,144,2.0,156.0,28.0,0.2875000000000001
motzfr01,62,,62,62,0,0,62,0,0,0,0,0,0,0,,,,0.0
mouldgl01,66,11.0,66,66,66,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
moultal01,4,4.0,4,4,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mouncto01,11,11.0,1,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mountbi01,59,,59,59,57,0,0,0,0,0,0,2,1,3,,,,0.16679999999999984
mountfr01,194,,194,194,143,0,18,0,0,1,17,11,2,36,,,,0.8332999999999999
moustmi01,688,654.0,688,682,0,0,0,0,682,0,0,0,0,0,0.0,12.0,0.0,0.0
moutoja01,723,339.0,723,546,0,0,0,0,0,0,216,180,175,546,3.0,164.0,93.0,1.4897
moutoly01,328,199.0,328,224,0,0,0,0,0,0,102,1,136,224,43.0,84.0,11.0,1.0005
mowera01,5,2.0,5,2,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
mowremi01,1275,817.0,1275,1264,0,0,0,11,1195,29,3,0,0,3,0.0,11.0,0.0,0.11640000000000006
mowryjo01,192,103.0,192,132,0,0,0,1,0,0,81,7,43,131,0.0,50.0,4.0,1.0529
moyast01,51,30.0,51,38,0,0,0,0,0,0,10,0,28,38,7.0,11.0,2.0,0.7475999999999998
moyered01,6,,6,6,6,0,0,0,0,0,0,0,0,0,,,,0.0
moyerja01,701,638.0,236,696,696,0,0,0,0,0,0,0,0,0,0.0,1.0,4.0,0.0
moylape01,382,0.0,324,381,381,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
moynami01,169,,169,169,0,0,0,6,2,125,33,1,2,36,,,,0.8054000000000001
mroziro01,37,5.0,37,37,37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mudroph01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
muellbi01,39,25.0,39,33,0,0,0,0,0,0,0,28,5,33,0.0,2.0,5.0,0.4708000000000001
muellbi02,1216,1073.0,1216,1166,0,0,0,53,1128,1,0,0,0,0,3.0,79.0,6.0,0.1511
muelldo01,1245,1020.0,1245,1083,0,0,0,0,0,0,36,1,1046,1083,0.0,186.0,2.0,0.11359999999999992
muellgo01,8,0.0,8,8,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
muellhe01,693,519.0,693,585,0,0,30,0,0,0,87,367,107,558,0.0,87.0,6.0,1.1679
muellhe02,442,313.0,442,353,0,0,2,224,70,1,32,1,36,69,0.0,67.0,0.0,1.2073
muellle01,30,18.0,30,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
muellra01,986,819.0,986,920,0,920,0,0,0,0,0,0,0,0,0.0,64.0,1.0,0.0
muellwa01,121,75.0,121,87,0,0,0,0,0,0,41,5,41,87,0.0,34.0,0.0,1.1545
muellwi01,6,0.0,0,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
muffebi01,125,32.0,125,125,125,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
muichjo01,3,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
muirjo01,21,6.0,21,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mujiced01,494,4.0,319,494,494,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mulcahu01,223,146.0,223,221,220,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.015200000000000102
muldema01,205,203.0,63,205,205,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
muldomi01,495,,495,495,0,0,0,59,413,0,21,2,3,26,,,,0.5507
mulhote01,687,332.0,504,685,685,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0
mullato01,784,,784,784,555,0,38,9,52,12,57,59,39,154,,,,1.0787
mulle01,1,,1,1,0,0,0,0,0,0,0,0,1,1,,,,0.0
mullebi01,36,7.0,36,22,0,0,0,1,21,0,0,0,0,0,0.0,12.0,0.0,0.1501999999999999
mullech01,254,159.0,254,224,0,0,196,20,0,0,2,1,5,8,0.0,33.0,2.0,0.40890000000000004
mulleco01,3,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mullefr01,17,14.0,17,16,0,0,0,15,1,0,0,0,0,0,0.0,1.0,0.0,0.20469999999999988
mullegr01,79,71.0,79,74,0,0,0,2,0,72,0,0,0,0,0.0,4.0,1.0,0.09010000000000007
mullejo01,1,,1,1,0,1,0,0,0,0,0,0,0,0,,,,0.0
mullemo01,118,109.0,118,115,0,0,0,114,1,0,0,0,0,0,0.0,4.0,0.0,0.029199999999999893
mullesc01,75,1.0,7,75,75,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mullidi01,25,6.0,25,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mullied01,349,315.0,349,319,0,0,0,4,240,76,0,0,0,0,0.0,19.0,7.0,0.7322000000000002
mullifr01,106,59.0,106,100,0,0,1,18,49,39,0,0,0,0,1.0,6.0,3.0,1.378
mullige01,615,98.0,615,583,487,0,1,1,0,0,2,2,8,13,0.0,29.0,0.0,0.09399999999999986
mulligr01,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
mullihe01,36,,36,36,0,0,0,0,1,0,4,31,1,36,,,,0.5270000000000001
mulliji01,118,,118,118,0,0,32,72,0,2,1,0,0,1,,,,0.9097
mullijo01,1,,1,1,0,0,0,0,1,0,0,0,0,0,,,,0.0
mullijo02,14,2.0,14,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
