Park,Park Type,State,Year,Recreation Visitors,Non-Recreation Visitors
Amistad,National Recreation Area,Texas,2012,"1,367,502","1,128"
Amistad,National Recreation Area,Texas,2013,"1,025,151","1,128"
Amistad,National Recreation Area,Texas,2014,"1,130,096","1,128"
Amistad,National Recreation Area,Texas,2015,"1,250,051","1,128"
Amistad,National Recreation Area,Texas,2016,"1,164,530","1,128"
Andersonville,National Historic Site,Georgia,1972,"133,975",
Andersonville,National Historic Site,Georgia,1973,"168,200",
Andersonville,National Historic Site,Georgia,1974,"106,900",
Andersonville,National Historic Site,Georgia,1975,"93,300",
Andersonville,National Historic Site,Georgia,1976,"153,800",
Andersonville,National Historic Site,Georgia,1977,"229,000",
Andersonville,National Historic Site,Georgia,1978,"194,282",
Andersonville,National Historic Site,Georgia,1979,"151,123",0
Andersonville,National Historic Site,Georgia,1980,"126,700",0
Andersonville,National Historic Site,Georgia,1981,"113,697",0
Andersonville,National Historic Site,Georgia,1982,"104,053",0
Andersonville,National Historic Site,Georgia,1983,"110,921",0
Andersonville,National Historic Site,Georgia,1984,"101,029",0
Andersonville,National Historic Site,Georgia,1985,"118,440",0
Andersonville,National Historic Site,Georgia,1986,"129,798",0
Andersonville,National Historic Site,Georgia,1987,"130,114",0
Andersonville,National Historic Site,Georgia,1988,"129,912",0
Andersonville,National Historic Site,Georgia,1989,"136,068",0
Andersonville,National Historic Site,Georgia,1990,"131,406",0
Andersonville,National Historic Site,Georgia,1991,"151,408",0
Andersonville,National Historic Site,Georgia,1992,"143,025",0
Andersonville,National Historic Site,Georgia,1993,"136,567",0
Andersonville,National Historic Site,Georgia,1994,"162,279",0
Andersonville,National Historic Site,Georgia,1995,"156,581",0
Andersonville,National Historic Site,Georgia,1996,"197,394",0
Andersonville,National Historic Site,Georgia,1997,"196,340",0
Andersonville,National Historic Site,Georgia,1998,"225,653",0
Andersonville,National Historic Site,Georgia,1999,"182,539",0
Andersonville,National Historic Site,Georgia,2000,"167,373",0
Andersonville,National Historic Site,Georgia,2001,"160,974",0
Andersonville,National Historic Site,Georgia,2002,"190,004",0
Andersonville,National Historic Site,Georgia,2003,"150,661",0
Andersonville,National Historic Site,Georgia,2004,"165,929",0
Andersonville,National Historic Site,Georgia,2005,"132,466",0
Andersonville,National Historic Site,Georgia,2006,"132,153",0
Andersonville,National Historic Site,Georgia,2007,"153,686",0
Andersonville,National Historic Site,Georgia,2008,"159,592",0
Andersonville,National Historic Site,Georgia,2009,"136,267",0
Andersonville,National Historic Site,Georgia,2010,"121,535",0
Andersonville,National Historic Site,Georgia,2011,"108,812",0
Andersonville,National Historic Site,Georgia,2012,"122,883",0
Andersonville,National Historic Site,Georgia,2013,"98,771",0
Andersonville,National Historic Site,Georgia,2014,"127,189",0
Andersonville,National Historic Site,Georgia,2015,"136,686",0
Andersonville,National Historic Site,Georgia,2016,"134,216",0
Andrew Johnson,National Historic Site,Tennessee,1942,"5,149",
Andrew Johnson,National Historic Site,Tennessee,1943,"8,138",
Andrew Johnson,National Historic Site,Tennessee,1944,"14,655",
Andrew Johnson,National Historic Site,Tennessee,1945,"16,738",
Andrew Johnson,National Historic Site,Tennessee,1946,"25,650",
Andrew Johnson,National Historic Site,Tennessee,1947,"22,830",
Andrew Johnson,National Historic Site,Tennessee,1948,"21,864",
Andrew Johnson,National Historic Site,Tennessee,1949,"23,664",
Andrew Johnson,National Historic Site,Tennessee,1950,"25,988",
Andrew Johnson,National Historic Site,Tennessee,1951,"31,106",
Andrew Johnson,National Historic Site,Tennessee,1952,"30,587",
Andrew Johnson,National Historic Site,Tennessee,1953,"36,449",
Andrew Johnson,National Historic Site,Tennessee,1954,"32,800",
Andrew Johnson,National Historic Site,Tennessee,1955,"34,200",
Andrew Johnson,National Historic Site,Tennessee,1956,"35,900",
Andrew Johnson,National Historic Site,Tennessee,1957,"34,800",
Andrew Johnson,National Historic Site,Tennessee,1958,"37,300",
Andrew Johnson,National Historic Site,Tennessee,1959,"37,700",
Andrew Johnson,National Historic Site,Tennessee,1960,"41,900",
Andrew Johnson,National Historic Site,Tennessee,1961,"47,800",
Andrew Johnson,National Historic Site,Tennessee,1962,"48,900",
Andrew Johnson,National Historic Site,Tennessee,1963,"48,100",
Andrew Johnson,National Historic Site,Tennessee,1964,"50,600",
Andrew Johnson,National Historic Site,Tennessee,1965,"47,600",
Andrew Johnson,National Historic Site,Tennessee,1966,"47,500",
Andrew Johnson,National Historic Site,Tennessee,1967,"49,000",
Andrew Johnson,National Historic Site,Tennessee,1968,"46,500",
Andrew Johnson,National Historic Site,Tennessee,1969,"45,900",
Andrew Johnson,National Historic Site,Tennessee,1970,"47,600",
Andrew Johnson,National Historic Site,Tennessee,1971,"46,900",
Andrew Johnson,National Historic Site,Tennessee,1972,"63,887",
Andrew Johnson,National Historic Site,Tennessee,1973,"55,200",
Andrew Johnson,National Historic Site,Tennessee,1974,"48,000",
Andrew Johnson,National Historic Site,Tennessee,1975,"48,900",
Andrew Johnson,National Historic Site,Tennessee,1976,"47,200",
Andrew Johnson,National Historic Site,Tennessee,1977,"45,600",
Andrew Johnson,National Historic Site,Tennessee,1978,"42,552",
Andrew Johnson,National Historic Site,Tennessee,1979,"47,674",0
Andrew Johnson,National Historic Site,Tennessee,1980,"65,591",0
Andrew Johnson,National Historic Site,Tennessee,1981,"74,100",0
Andrew Johnson,National Historic Site,Tennessee,1982,"77,578",0
Andrew Johnson,National Historic Site,Tennessee,1983,"119,410",0
Andrew Johnson,National Historic Site,Tennessee,1984,"84,889",0
Andrew Johnson,National Historic Site,Tennessee,1985,"68,607",0
Andrew Johnson,National Historic Site,Tennessee,1986,"72,600",0
Andrew Johnson,National Historic Site,Tennessee,1987,"77,095",0
Andrew Johnson,National Historic Site,Tennessee,1988,"76,566",0
Andrew Johnson,National Historic Site,Tennessee,1989,"71,350",0
Andrew Johnson,National Historic Site,Tennessee,1990,"71,017",0
Andrew Johnson,National Historic Site,Tennessee,1991,"82,076",0
Andrew Johnson,National Historic Site,Tennessee,1992,"64,481",0
Andrew Johnson,National Historic Site,Tennessee,1993,"41,703",0
Andrew Johnson,National Historic Site,Tennessee,1994,"59,538",0
Andrew Johnson,National Historic Site,Tennessee,1995,"63,196",0
Andrew Johnson,National Historic Site,Tennessee,1996,"59,102",0
Andrew Johnson,National Historic Site,Tennessee,1997,"67,309",0
Andrew Johnson,National Historic Site,Tennessee,1998,"60,207",0
Andrew Johnson,National Historic Site,Tennessee,1999,"51,779",0
Andrew Johnson,National Historic Site,Tennessee,2000,"59,897",0
Andrew Johnson,National Historic Site,Tennessee,2001,"49,551",0
Andrew Johnson,National Historic Site,Tennessee,2002,"48,878",0
Andrew Johnson,National Historic Site,Tennessee,2003,"51,910",0
Andrew Johnson,National Historic Site,Tennessee,2004,"50,196",0
Andrew Johnson,National Historic Site,Tennessee,2005,"48,552",0
Andrew Johnson,National Historic Site,Tennessee,2006,"50,701",0
Andrew Johnson,National Historic Site,Tennessee,2007,"43,456",0
Andrew Johnson,National Historic Site,Tennessee,2008,"69,433",0
Andrew Johnson,National Historic Site,Tennessee,2009,"63,296",0
Andrew Johnson,National Historic Site,Tennessee,2010,"60,323",0
Andrew Johnson,National Historic Site,Tennessee,2011,"52,322",0
Andrew Johnson,National Historic Site,Tennessee,2012,"51,261",0
Andrew Johnson,National Historic Site,Tennessee,2013,"42,929",0
Andrew Johnson,National Historic Site,Tennessee,2014,"42,863",0
Andrew Johnson,National Historic Site,Tennessee,2015,"45,357",0
Andrew Johnson,National Historic Site,Tennessee,2016,"45,937",0
Aniakchak NM &,National Preserve,Alaska,1989,853,465
Aniakchak NM &,National Preserve,Alaska,1990,967,51
Aniakchak NM &,National Preserve,Alaska,1991,"1,469",9
Aniakchak NM &,National Preserve,Alaska,1992,"1,638",8
Aniakchak NM &,National Preserve,Alaska,1993,"1,593",12
Aniakchak NM &,National Preserve,Alaska,1994,"1,193",107
Aniakchak NM &,National Preserve,Alaska,1995,0,0
Aniakchak NM &,National Preserve,Alaska,1998,209,47
Aniakchak NM &,National Preserve,Alaska,1999,377,115
Aniakchak NM &,National Preserve,Alaska,2000,251,77
Aniakchak NM &,National Preserve,Alaska,2001,206,77
Aniakchak NM &,National Preserve,Alaska,2002,241,77
Aniakchak NM &,National Preserve,Alaska,2003,154,24
Aniakchak NM &,National Preserve,Alaska,2004,285,17
Aniakchak NM &,National Preserve,Alaska,2005,285,17
Aniakchak NM &,National Preserve,Alaska,2006,60,0
Aniakchak NM &,National Preserve,Alaska,2007,26,0
Aniakchak NM &,National Preserve,Alaska,2008,10,0
Aniakchak NM &,National Preserve,Alaska,2009,14,0
Aniakchak NM &,National Preserve,Alaska,2010,62,0
Aniakchak NM &,National Preserve,Alaska,2011,57,2
Aniakchak NM &,National Preserve,Alaska,2012,19,0
Aniakchak NM &,National Preserve,Alaska,2013,134,0
Aniakchak NM &,National Preserve,Alaska,2014,134,0
Aniakchak NM &,National Preserve,Alaska,2015,153,0
Aniakchak NM &,National Preserve,Alaska,2016,100,0
Antietam,National Battlefield,Maryland,1934,"35,973",
Antietam,National Battlefield,Maryland,1935,"36,789",
Antietam,National Battlefield,Maryland,1936,"26,705",
Antietam,National Battlefield,Maryland,1937,"88,949",
Antietam,National Battlefield,Maryland,1938,"30,927",
Antietam,National Battlefield,Maryland,1939,"42,601",
Antietam,National Battlefield,Maryland,1940,"20,496",
Antietam,National Battlefield,Maryland,1941,"33,329",
Antietam,National Battlefield,Maryland,1942,"9,539",
Antietam,National Battlefield,Maryland,1943,"8,174",
Antietam,National Battlefield,Maryland,1944,"16,258",
Antietam,National Battlefield,Maryland,1945,"19,875",
Antietam,National Battlefield,Maryland,1946,"26,545",
Antietam,National Battlefield,Maryland,1947,"35,904",
Antietam,National Battlefield,Maryland,1948,"31,931",
Antietam,National Battlefield,Maryland,1949,"34,603",
Antietam,National Battlefield,Maryland,1950,"39,229",
Antietam,National Battlefield,Maryland,1951,"43,607",
Antietam,National Battlefield,Maryland,1952,"57,545",
Antietam,National Battlefield,Maryland,1953,"71,984",
Antietam,National Battlefield,Maryland,1954,"106,900",
Antietam,National Battlefield,Maryland,1955,"114,700",
Antietam,National Battlefield,Maryland,1956,"105,900",
Antietam,National Battlefield,Maryland,1957,"125,100",
Antietam,National Battlefield,Maryland,1958,"116,600",
Antietam,National Battlefield,Maryland,1959,"151,300",
Antietam,National Battlefield,Maryland,1960,"140,900",
Antietam,National Battlefield,Maryland,1961,"125,400",
Antietam,National Battlefield,Maryland,1962,"176,000",
Antietam,National Battlefield,Maryland,1963,"103,300",
Antietam,National Battlefield,Maryland,1964,"101,300",
Antietam,National Battlefield,Maryland,1965,"140,400",
Antietam,National Battlefield,Maryland,1966,"147,700",
Antietam,National Battlefield,Maryland,1967,"229,000",
Antietam,National Battlefield,Maryland,1968,"405,400",
Antietam,National Battlefield,Maryland,1969,"298,600",
Antietam,National Battlefield,Maryland,1970,"256,800",
Antietam,National Battlefield,Maryland,1971,"345,500",
Antietam,National Battlefield,Maryland,1972,"475,674",
Antietam,National Battlefield,Maryland,1973,"458,200",
Antietam,National Battlefield,Maryland,1974,"476,600",
Antietam,National Battlefield,Maryland,1975,"542,800",
Antietam,National Battlefield,Maryland,1976,"658,000",
Antietam,National Battlefield,Maryland,1977,"524,400",
Antietam,National Battlefield,Maryland,1978,"504,402",
Antietam,National Battlefield,Maryland,1979,"319,610",0
Antietam,National Battlefield,Maryland,1980,"352,780",0
Antietam,National Battlefield,Maryland,1981,"468,078",0
Antietam,National Battlefield,Maryland,1982,"410,399",0
Antietam,National Battlefield,Maryland,1983,"433,122",0
Antietam,National Battlefield,Maryland,1984,"528,369",0
Antietam,National Battlefield,Maryland,1985,"585,190",0
Antietam,National Battlefield,Maryland,1986,"706,720",0
Antietam,National Battlefield,Maryland,1987,"610,674",0
Antietam,National Battlefield,Maryland,1988,"135,117",0
Antietam,National Battlefield,Maryland,1989,"147,007",0
Antietam,National Battlefield,Maryland,1990,"217,249",0
Antietam,National Battlefield,Maryland,1991,"263,110",0
Antietam,National Battlefield,Maryland,1992,"243,707",0
Antietam,National Battlefield,Maryland,1993,"181,909",0
Antietam,National Battlefield,Maryland,1994,"237,821",0
Antietam,National Battlefield,Maryland,1995,"215,914",0
Antietam,National Battlefield,Maryland,1996,"246,082",0
Antietam,National Battlefield,Maryland,1997,"275,639",0
Antietam,National Battlefield,Maryland,1998,"275,385",0
Antietam,National Battlefield,Maryland,1999,"268,897",0
Antietam,National Battlefield,Maryland,2000,"286,896",0
Antietam,National Battlefield,Maryland,2001,"303,599",0
Antietam,National Battlefield,Maryland,2002,"303,209",0
Antietam,National Battlefield,Maryland,2003,"279,694",0
Antietam,National Battlefield,Maryland,2004,"237,885",0
Antietam,National Battlefield,Maryland,2005,"295,309",0
Antietam,National Battlefield,Maryland,2006,"282,676",0
Antietam,National Battlefield,Maryland,2007,"337,569",0
Antietam,National Battlefield,Maryland,2008,"352,548",0
Antietam,National Battlefield,Maryland,2009,"378,966",0
Antietam,National Battlefield,Maryland,2010,"393,957",0
Antietam,National Battlefield,Maryland,2011,"384,987",0
Antietam,National Battlefield,Maryland,2012,"510,921",0
Antietam,National Battlefield,Maryland,2013,"370,832",0
Antietam,National Battlefield,Maryland,2014,"337,079",0
Antietam,National Battlefield,Maryland,2015,"347,180",0
Antietam,National Battlefield,Maryland,2016,"351,911",0
Apostle Islands,National Lakeshore,Wisconsin,1973,"12,200",
Apostle Islands,National Lakeshore,Wisconsin,1974,"24,100",
Apostle Islands,National Lakeshore,Wisconsin,1975,"22,700",
Apostle Islands,National Lakeshore,Wisconsin,1976,"71,100",
Apostle Islands,National Lakeshore,Wisconsin,1977,"90,000",
Apostle Islands,National Lakeshore,Wisconsin,1978,"88,126",
Apostle Islands,National Lakeshore,Wisconsin,1979,"75,629",951
Apostle Islands,National Lakeshore,Wisconsin,1980,"88,467","1,065"
Apostle Islands,National Lakeshore,Wisconsin,1981,"103,960",980
Apostle Islands,National Lakeshore,Wisconsin,1982,"125,756",656
Apostle Islands,National Lakeshore,Wisconsin,1983,"130,913",696
Apostle Islands,National Lakeshore,Wisconsin,1984,"127,300",704
Apostle Islands,National Lakeshore,Wisconsin,1985,"117,353",745
Apostle Islands,National Lakeshore,Wisconsin,1986,"113,621",888
Apostle Islands,National Lakeshore,Wisconsin,1987,"137,341",791
Apostle Islands,National Lakeshore,Wisconsin,1988,"140,107",784
Apostle Islands,National Lakeshore,Wisconsin,1989,"135,016",865
Apostle Islands,National Lakeshore,Wisconsin,1990,"140,980",895
Apostle Islands,National Lakeshore,Wisconsin,1991,"141,038",780
Apostle Islands,National Lakeshore,Wisconsin,1992,"113,106",844
Apostle Islands,National Lakeshore,Wisconsin,1993,"129,793",891
Apostle Islands,National Lakeshore,Wisconsin,1994,"147,376","1,054"
Apostle Islands,National Lakeshore,Wisconsin,1995,"167,909","1,054"
Apostle Islands,National Lakeshore,Wisconsin,1996,"168,614","1,054"
Apostle Islands,National Lakeshore,Wisconsin,1997,"183,636","1,054"
Apostle Islands,National Lakeshore,Wisconsin,1998,"236,829","1,054"
Apostle Islands,National Lakeshore,Wisconsin,1999,"193,260","1,054"
Apostle Islands,National Lakeshore,Wisconsin,2000,"181,760","1,054"
Apostle Islands,National Lakeshore,Wisconsin,2001,"185,435","1,054"
