Park,Park Type,State,Year,Recreation Visitors,Non-Recreation Visitors
Johnstown Flood N,National Memorial,Pennsylvania,2015,"163,431","165,053"
Johnstown Flood N,National Memorial,Pennsylvania,2016,"154,931","157,375"
Joshua Tree,National Park,California,1941,"31,285",
Joshua Tree,National Park,California,1942,"23,691",
Joshua Tree,National Park,California,1943,"17,414",
Joshua Tree,National Park,California,1944,"7,640",
Joshua Tree,National Park,California,1945,"18,275",
Joshua Tree,National Park,California,1946,"36,605",
Joshua Tree,National Park,California,1947,"57,801",
Joshua Tree,National Park,California,1948,"59,157",
Joshua Tree,National Park,California,1949,"66,991",
Joshua Tree,National Park,California,1950,"79,129",
Joshua Tree,National Park,California,1951,"93,615",
Joshua Tree,National Park,California,1952,"141,416",
Joshua Tree,National Park,California,1953,"172,423",
Joshua Tree,National Park,California,1954,"260,700",
Joshua Tree,National Park,California,1955,"280,600",
Joshua Tree,National Park,California,1956,"312,900",
Joshua Tree,National Park,California,1957,"320,300",
Joshua Tree,National Park,California,1958,"365,300",
Joshua Tree,National Park,California,1959,"299,600",
Joshua Tree,National Park,California,1960,"320,100",
Joshua Tree,National Park,California,1961,"301,500",
Joshua Tree,National Park,California,1962,"331,500",
Joshua Tree,National Park,California,1963,"346,300",
Joshua Tree,National Park,California,1964,"343,400",
Joshua Tree,National Park,California,1965,"336,000",
Joshua Tree,National Park,California,1966,"408,600",
Joshua Tree,National Park,California,1967,"416,500",
Joshua Tree,National Park,California,1968,"489,400",
Joshua Tree,National Park,California,1969,"550,300",
Joshua Tree,National Park,California,1970,"643,000",
Joshua Tree,National Park,California,1971,"576,000",
Joshua Tree,National Park,California,1972,"602,752",
Joshua Tree,National Park,California,1973,"589,600",
Joshua Tree,National Park,California,1974,"509,900",
Joshua Tree,National Park,California,1975,"552,200",
Joshua Tree,National Park,California,1976,"728,900",
Joshua Tree,National Park,California,1977,"745,600",
Joshua Tree,National Park,California,1978,"602,453",
Joshua Tree,National Park,California,1979,"590,543","2,439"
Joshua Tree,National Park,California,1980,"545,357","2,365"
Joshua Tree,National Park,California,1981,"612,966","2,521"
Joshua Tree,National Park,California,1982,"673,201","2,909"
Joshua Tree,National Park,California,1983,"671,426","2,918"
Joshua Tree,National Park,California,1984,"663,798","2,757"
Joshua Tree,National Park,California,1985,"641,172","2,826"
Joshua Tree,National Park,California,1986,"783,224","3,075"
Joshua Tree,National Park,California,1987,"830,085","3,371"
Joshua Tree,National Park,California,1988,"955,246","3,712"
Joshua Tree,National Park,California,1989,"990,214","4,041"
Joshua Tree,National Park,California,1990,"1,022,396","4,034"
Joshua Tree,National Park,California,1991,"1,145,458","4,568"
Joshua Tree,National Park,California,1992,"1,220,539","4,707"
Joshua Tree,National Park,California,1993,"1,252,401","4,527"
Joshua Tree,National Park,California,1994,"1,184,871","4,304"
Joshua Tree,National Park,California,1995,"1,235,702","4,280"
Joshua Tree,National Park,California,1996,"1,095,046","3,743"
Joshua Tree,National Park,California,1997,"1,226,273","4,420"
Joshua Tree,National Park,California,1998,"1,410,312","4,987"
Joshua Tree,National Park,California,1999,"1,316,340","4,551"
Joshua Tree,National Park,California,2000,"1,233,935","4,323"
Joshua Tree,National Park,California,2001,"1,280,917","4,782"
Joshua Tree,National Park,California,2002,"1,178,376","4,314"
Joshua Tree,National Park,California,2003,"1,283,346","4,639"
Joshua Tree,National Park,California,2004,"1,243,659","4,444"
Joshua Tree,National Park,California,2005,"1,375,111","4,978"
Joshua Tree,National Park,California,2006,"1,256,421","4,549"
Joshua Tree,National Park,California,2007,"1,298,979","4,807"
Joshua Tree,National Park,California,2008,"1,392,446","5,108"
Joshua Tree,National Park,California,2009,"1,304,471","4,823"
Joshua Tree,National Park,California,2010,"1,434,976","5,265"
Joshua Tree,National Park,California,2011,"1,396,237","5,153"
Joshua Tree,National Park,California,2012,"1,396,117","5,106"
Joshua Tree,National Park,California,2013,"1,383,340","4,956"
Joshua Tree,National Park,California,2014,"1,589,904","5,820"
Joshua Tree,National Park,California,2015,"2,025,756","7,680"
Joshua Tree,National Park,California,2016,"2,505,286","9,553"
Kalaupapa,National Historical Park,Hawaii,1996,"62,314",0
Kalaupapa,National Historical Park,Hawaii,1997,"75,962",0
Kalaupapa,National Historical Park,Hawaii,1998,"83,468",0
Kalaupapa,National Historical Park,Hawaii,1999,"57,905",0
Kalaupapa,National Historical Park,Hawaii,2000,"86,989",0
Kalaupapa,National Historical Park,Hawaii,2001,"63,006",0
Kalaupapa,National Historical Park,Hawaii,2002,"60,825",0
Kalaupapa,National Historical Park,Hawaii,2003,"57,972",0
Kalaupapa,National Historical Park,Hawaii,2004,"61,797",0
Kalaupapa,National Historical Park,Hawaii,2005,"48,772",0
Kalaupapa,National Historical Park,Hawaii,2006,"46,839",0
Kalaupapa,National Historical Park,Hawaii,2007,"60,992",0
Kalaupapa,National Historical Park,Hawaii,2008,"60,934",0
Kalaupapa,National Historical Park,Hawaii,2009,"30,654",0
Kalaupapa,National Historical Park,Hawaii,2010,"27,919",0
Kalaupapa,National Historical Park,Hawaii,2011,"57,841",0
Kalaupapa,National Historical Park,Hawaii,2012,"58,875",0
Kalaupapa,National Historical Park,Hawaii,2013,"101,112",0
Kalaupapa,National Historical Park,Hawaii,2014,"67,210",0
Kalaupapa,National Historical Park,Hawaii,2015,"67,891",0
Kalaupapa,National Historical Park,Hawaii,2016,"71,527",0
Kaloko Honokohau,National Historical Park,Hawaii,1988,"12,462",0
Kaloko Honokohau,National Historical Park,Hawaii,1989,"17,354",0
Kaloko Honokohau,National Historical Park,Hawaii,1990,"23,580",6
Kaloko Honokohau,National Historical Park,Hawaii,1991,"46,780",0
Kaloko Honokohau,National Historical Park,Hawaii,1992,"42,591",0
Kaloko Honokohau,National Historical Park,Hawaii,1993,"44,481",0
Kaloko Honokohau,National Historical Park,Hawaii,1994,"46,370",0
Kaloko Honokohau,National Historical Park,Hawaii,1995,"49,634",0
Kaloko Honokohau,National Historical Park,Hawaii,1996,"48,836",0
Kaloko Honokohau,National Historical Park,Hawaii,1997,"44,258",0
Kaloko Honokohau,National Historical Park,Hawaii,1998,"56,584",0
Kaloko Honokohau,National Historical Park,Hawaii,1999,"47,328",0
Kaloko Honokohau,National Historical Park,Hawaii,2000,"44,150",0
Kaloko Honokohau,National Historical Park,Hawaii,2001,"54,000",0
Kaloko Honokohau,National Historical Park,Hawaii,2002,"70,101",0
Kaloko Honokohau,National Historical Park,Hawaii,2003,"77,632",0
Kaloko Honokohau,National Historical Park,Hawaii,2004,"91,462",0
Kaloko Honokohau,National Historical Park,Hawaii,2005,"85,891",0
Kaloko Honokohau,National Historical Park,Hawaii,2006,"112,344",0
Kaloko Honokohau,National Historical Park,Hawaii,2007,"119,237",0
Kaloko Honokohau,National Historical Park,Hawaii,2008,"104,835",0
Kaloko Honokohau,National Historical Park,Hawaii,2009,"166,380",0
Kaloko Honokohau,National Historical Park,Hawaii,2010,"132,731",0
Kaloko Honokohau,National Historical Park,Hawaii,2011,"162,906",0
Kaloko Honokohau,National Historical Park,Hawaii,2012,"153,584",0
Kaloko Honokohau,National Historical Park,Hawaii,2013,"158,124",0
Kaloko Honokohau,National Historical Park,Hawaii,2014,"154,206",0
Kaloko Honokohau,National Historical Park,Hawaii,2015,"170,683",0
Kaloko Honokohau,National Historical Park,Hawaii,2016,"185,041",0
Katmai NP &,National Preserve,Alaska,1923,15,
Katmai NP &,National Preserve,Alaska,1924,17,
Katmai NP &,National Preserve,Alaska,1956,500,
Katmai NP &,National Preserve,Alaska,1957,600,
Katmai NP &,National Preserve,Alaska,1958,700,
Katmai NP &,National Preserve,Alaska,1959,"1,100",
Katmai NP &,National Preserve,Alaska,1960,600,
Katmai NP &,National Preserve,Alaska,1961,600,
Katmai NP &,National Preserve,Alaska,1962,300,
Katmai NP &,National Preserve,Alaska,1963,700,
Katmai NP &,National Preserve,Alaska,1964,500,
Katmai NP &,National Preserve,Alaska,1965,800,
Katmai NP &,National Preserve,Alaska,1966,900,
Katmai NP &,National Preserve,Alaska,1967,"1,200",
Katmai NP &,National Preserve,Alaska,1968,"1,600",
Katmai NP &,National Preserve,Alaska,1969,"7,800",
Katmai NP &,National Preserve,Alaska,1970,"11,800",
Katmai NP &,National Preserve,Alaska,1971,"9,600",
Katmai NP &,National Preserve,Alaska,1972,"11,900",
Katmai NP &,National Preserve,Alaska,1973,"8,400",
Katmai NP &,National Preserve,Alaska,1974,"11,900",
Katmai NP &,National Preserve,Alaska,1975,"9,700",
Katmai NP &,National Preserve,Alaska,1976,"10,400",
Katmai NP &,National Preserve,Alaska,1977,"10,000",
Katmai NP &,National Preserve,Alaska,1978,"11,300",
Katmai NP &,National Preserve,Alaska,1979,"10,659",47
Katmai NP &,National Preserve,Alaska,1980,"11,824",44
Katmai NP &,National Preserve,Alaska,1981,"13,115",25
Katmai NP &,National Preserve,Alaska,1982,"14,377",106
Katmai NP &,National Preserve,Alaska,1983,"11,182",157
Katmai NP &,National Preserve,Alaska,1984,"20,074",255
Katmai NP &,National Preserve,Alaska,1985,"25,142",198
Katmai NP &,National Preserve,Alaska,1986,"41,663",113
Katmai NP &,National Preserve,Alaska,1987,"38,212",98
Katmai NP &,National Preserve,Alaska,1988,"45,710",20
Katmai NP &,National Preserve,Alaska,1989,"40,247","9,007"
Katmai NP &,National Preserve,Alaska,1990,"40,778","1,991"
Katmai NP &,National Preserve,Alaska,1991,"41,417",151
Katmai NP &,National Preserve,Alaska,1992,"46,196",117
Katmai NP &,National Preserve,Alaska,1993,"53,421",201
Katmai NP &,National Preserve,Alaska,1994,"55,728",896
Katmai NP &,National Preserve,Alaska,1995,0,0
Katmai NP &,National Preserve,Alaska,1997,"18,802",0
Katmai NP &,National Preserve,Alaska,1998,"45,470",75
Katmai NP &,National Preserve,Alaska,1999,"51,399",260
Katmai NP &,National Preserve,Alaska,2000,"71,389",333
Katmai NP &,National Preserve,Alaska,2001,"67,038",338
Katmai NP &,National Preserve,Alaska,2002,"59,025",338
Katmai NP &,National Preserve,Alaska,2003,"51,589",21
Katmai NP &,National Preserve,Alaska,2004,"56,787",348
Katmai NP &,National Preserve,Alaska,2005,"54,274",348
Katmai NP &,National Preserve,Alaska,2006,"68,630",335
Katmai NP &,National Preserve,Alaska,2007,"82,634",325
Katmai NP &,National Preserve,Alaska,2008,"7,970",0
Katmai NP &,National Preserve,Alaska,2009,"43,035",250
Katmai NP &,National Preserve,Alaska,2010,"55,172",0
Katmai NP &,National Preserve,Alaska,2011,"48,939",13
Katmai NP &,National Preserve,Alaska,2012,"39,818",0
Katmai NP &,National Preserve,Alaska,2013,"28,966",0
Katmai NP &,National Preserve,Alaska,2014,"30,896",0
Katmai NP &,National Preserve,Alaska,2015,"37,818",0
Katmai NP &,National Preserve,Alaska,2016,"37,818",0
Kenai Fjords,National Park,Alaska,1982,"16,118",465
Kenai Fjords,National Park,Alaska,1983,"24,048",360
Kenai Fjords,National Park,Alaska,1984,"30,703",254
Kenai Fjords,National Park,Alaska,1985,"35,758",480
Kenai Fjords,National Park,Alaska,1986,"54,296",470
Kenai Fjords,National Park,Alaska,1987,"60,428",646
Kenai Fjords,National Park,Alaska,1988,"59,017",516
Kenai Fjords,National Park,Alaska,1989,"75,557","1,939"
Kenai Fjords,National Park,Alaska,1990,"66,115",797
Kenai Fjords,National Park,Alaska,1991,"107,041",932
Kenai Fjords,National Park,Alaska,1992,"108,130",686
Kenai Fjords,National Park,Alaska,1993,"189,712",751
Kenai Fjords,National Park,Alaska,1994,"209,516","1,005"
Kenai Fjords,National Park,Alaska,1995,"230,657","1,051"
Kenai Fjords,National Park,Alaska,1996,"274,034",930
Kenai Fjords,National Park,Alaska,1997,"306,164","1,255"
Kenai Fjords,National Park,Alaska,1998,"263,948","1,800"
Kenai Fjords,National Park,Alaska,1999,"290,673",0
Kenai Fjords,National Park,Alaska,2000,"254,790",0
Kenai Fjords,National Park,Alaska,2001,"262,353",0
Kenai Fjords,National Park,Alaska,2002,"251,799",0
Kenai Fjords,National Park,Alaska,2003,"243,719",0
Kenai Fjords,National Park,Alaska,2004,"244,232",0
Kenai Fjords,National Park,Alaska,2005,"258,297",0
Kenai Fjords,National Park,Alaska,2006,"251,630",0
Kenai Fjords,National Park,Alaska,2007,"284,604",0
Kenai Fjords,National Park,Alaska,2008,"272,190",0
Kenai Fjords,National Park,Alaska,2009,"218,358",0
Kenai Fjords,National Park,Alaska,2010,"297,596",0
Kenai Fjords,National Park,Alaska,2011,"346,852",0
Kenai Fjords,National Park,Alaska,2012,"281,279",0
Kenai Fjords,National Park,Alaska,2013,"283,502",0
Kenai Fjords,National Park,Alaska,2014,"270,666",0
Kenai Fjords,National Park,Alaska,2015,"296,697",0
Kenai Fjords,National Park,Alaska,2016,"346,534",0
Kennesaw Mountain,National Battlefield Park,Georgia,1934,"1,705",
Kennesaw Mountain,National Battlefield Park,Georgia,1935,"6,368",
Kennesaw Mountain,National Battlefield Park,Georgia,1936,"3,300",
Kennesaw Mountain,National Battlefield Park,Georgia,1937,"4,306",
Kennesaw Mountain,National Battlefield Park,Georgia,1938,"4,314",
Kennesaw Mountain,National Battlefield Park,Georgia,1939,"4,648",
Kennesaw Mountain,National Battlefield Park,Georgia,1940,"7,650",
Kennesaw Mountain,National Battlefield Park,Georgia,1941,"17,619",
Kennesaw Mountain,National Battlefield Park,Georgia,1942,"15,827",
Kennesaw Mountain,National Battlefield Park,Georgia,1943,"12,894",
Kennesaw Mountain,National Battlefield Park,Georgia,1944,"14,583",
Kennesaw Mountain,National Battlefield Park,Georgia,1945,"22,873",
Kennesaw Mountain,National Battlefield Park,Georgia,1946,"26,569",
Kennesaw Mountain,National Battlefield Park,Georgia,1947,"37,688",
Kennesaw Mountain,National Battlefield Park,Georgia,1948,"44,782",
Kennesaw Mountain,National Battlefield Park,Georgia,1949,"48,885",
Kennesaw Mountain,National Battlefield Park,Georgia,1950,"52,060",
Kennesaw Mountain,National Battlefield Park,Georgia,1951,"51,578",
Kennesaw Mountain,National Battlefield Park,Georgia,1952,"141,869",
Kennesaw Mountain,National Battlefield Park,Georgia,1953,"159,501",
Kennesaw Mountain,National Battlefield Park,Georgia,1954,"151,700",
Kennesaw Mountain,National Battlefield Park,Georgia,1955,"116,700",
Kennesaw Mountain,National Battlefield Park,Georgia,1956,"138,100",
Kennesaw Mountain,National Battlefield Park,Georgia,1957,"155,100",
Kennesaw Mountain,National Battlefield Park,Georgia,1958,"188,800",
Kennesaw Mountain,National Battlefield Park,Georgia,1959,"175,300",
Kennesaw Mountain,National Battlefield Park,Georgia,1960,"203,500",
Kennesaw Mountain,National Battlefield Park,Georgia,1961,"199,200",
Kennesaw Mountain,National Battlefield Park,Georgia,1962,"178,200",
Kennesaw Mountain,National Battlefield Park,Georgia,1963,"203,600",
Kennesaw Mountain,National Battlefield Park,Georgia,1964,"286,800",
Kennesaw Mountain,National Battlefield Park,Georgia,1965,"426,400",
Kennesaw Mountain,National Battlefield Park,Georgia,1966,"428,900",
Kennesaw Mountain,National Battlefield Park,Georgia,1967,"196,100",
Kennesaw Mountain,National Battlefield Park,Georgia,1968,"256,000",
Kennesaw Mountain,National Battlefield Park,Georgia,1969,"258,100",
Kennesaw Mountain,National Battlefield Park,Georgia,1970,"385,600",
Kennesaw Mountain,National Battlefield Park,Georgia,1971,"392,100",
Kennesaw Mountain,National Battlefield Park,Georgia,1972,"527,410",
Kennesaw Mountain,National Battlefield Park,Georgia,1973,"589,700",
Kennesaw Mountain,National Battlefield Park,Georgia,1974,"616,200",
Kennesaw Mountain,National Battlefield Park,Georgia,1975,"598,800",
Kennesaw Mountain,National Battlefield Park,Georgia,1976,"676,500",
Kennesaw Mountain,National Battlefield Park,Georgia,1977,"734,900",
Kennesaw Mountain,National Battlefield Park,Georgia,1978,"862,456",
Kennesaw Mountain,National Battlefield Park,Georgia,1979,"876,352","5,748,000"
Kennesaw Mountain,National Battlefield Park,Georgia,1980,"934,778","5,748,000"
Kennesaw Mountain,National Battlefield Park,Georgia,1981,"1,009,433","5,748,000"
Kennesaw Mountain,National Battlefield Park,Georgia,1982,"963,835","5,748,000"
Kennesaw Mountain,National Battlefield Park,Georgia,1983,"946,672","1,508,910"
Kennesaw Mountain,National Battlefield Park,Georgia,1984,"913,604","1,513,054"
Kennesaw Mountain,National Battlefield Park,Georgia,1985,"776,340","1,508,906"
Kennesaw Mountain,National Battlefield Park,Georgia,1986,"665,582","1,508,910"
Kennesaw Mountain,National Battlefield Park,Georgia,1987,"749,043","1,508,910"
Kennesaw Mountain,National Battlefield Park,Georgia,1988,"693,389","1,513,044"
Kennesaw Mountain,National Battlefield Park,Georgia,1989,"762,422","1,508,910"
Kennesaw Mountain,National Battlefield Park,Georgia,1990,"784,310","1,508,910"
Kennesaw Mountain,National Battlefield Park,Georgia,1991,"787,400","10,133,606"
Kennesaw Mountain,National Battlefield Park,Georgia,1992,"926,748","10,435,187"
Kennesaw Mountain,National Battlefield Park,Georgia,1993,"929,767","10,431,486"
Kennesaw Mountain,National Battlefield Park,Georgia,1994,"965,883","10,414,074"
Kennesaw Mountain,National Battlefield Park,Georgia,1995,"1,147,958","10,295,398"
Kennesaw Mountain,National Battlefield Park,Georgia,1996,"1,172,130","10,258,049"
Kennesaw Mountain,National Battlefield Park,Georgia,1997,"959,260","10,410,412"
Kennesaw Mountain,National Battlefield Park,Georgia,1998,"1,052,281","10,339,591"
Kennesaw Mountain,National Battlefield Park,Georgia,1999,"1,236,585","10,206,313"
Kennesaw Mountain,National Battlefield Park,Georgia,2000,"1,341,712","10,140,426"
Kennesaw Mountain,National Battlefield Park,Georgia,2001,"1,329,271","10,151,091"
Kennesaw Mountain,National Battlefield Park,Georgia,2002,"1,359,114","10,124,495"
Kennesaw Mountain,National Battlefield Park,Georgia,2003,"1,422,380","10,076,347"
Kennesaw Mountain,National Battlefield Park,Georgia,2004,"1,221,752","10,218,751"
Kennesaw Mountain,National Battlefield Park,Georgia,2005,"1,005,510","10,383,047"
Kennesaw Mountain,National Battlefield Park,Georgia,2006,"1,316,129","25,764,058"
Kennesaw Mountain,National Battlefield Park,Georgia,2007,"1,329,441","25,781,205"
Kennesaw Mountain,National Battlefield Park,Georgia,2008,"1,415,917","25,715,624"
Kennesaw Mountain,National Battlefield Park,Georgia,2009,"1,372,228","25,749,151"
Kennesaw Mountain,National Battlefield Park,Georgia,2010,"1,512,191","25,688,103"
Kennesaw Mountain,National Battlefield Park,Georgia,2011,"1,748,436","25,588,794"
Kennesaw Mountain,National Battlefield Park,Georgia,2012,"1,935,909","25,520,780"
Kennesaw Mountain,National Battlefield Park,Georgia,2013,"1,924,076","25,525,205"
Kennesaw Mountain,National Battlefield Park,Georgia,2014,"2,119,013","25,436,401"
Kennesaw Mountain,National Battlefield Park,Georgia,2015,"2,174,870","25,404,019"
Kennesaw Mountain,National Battlefield Park,Georgia,2016,"2,360,256","25,340,650"
Kennesaw Mountain,National Battlefield Park,Georgia,2016,"14,612",985
Kings Canyon,National Park,California,1904,"1,000",
Kings Canyon,National Park,California,1905,"1,000",
Kings Canyon,National Park,California,1906,900,
Kings Canyon,National Park,California,1907,"1,100",
Kings Canyon,National Park,California,1908,"1,773",
Kings Canyon,National Park,California,1909,798,
Kings Canyon,National Park,California,1910,"1,178",
Kings Canyon,National Park,California,1911,"2,160",
Kings Canyon,National Park,California,1912,"2,240",
Kings Canyon,National Park,California,1913,"2,756",
Kings Canyon,National Park,California,1914,"3,735",
Kings Canyon,National Park,California,1915,"10,523",
Kings Canyon,National Park,California,1916,"15,360",
Kings Canyon,National Park,California,1917,"17,390",
Kings Canyon,National Park,California,1918,"15,496",
Kings Canyon,National Park,California,1919,"21,574",
Kings Canyon,National Park,California,1920,"19,661",
Kings Canyon,National Park,California,1921,"30,312",
Kings Canyon,National Park,California,1922,"50,456",
Kings Canyon,National Park,California,1923,"46,230",
Kings Canyon,National Park,California,1924,"35,020",
Kings Canyon,National Park,California,1925,"40,517",
Kings Canyon,National Park,California,1926,"50,597",
Kings Canyon,National Park,California,1927,"47,996",
Kings Canyon,National Park,California,1928,"51,988",
Kings Canyon,National Park,California,1929,"44,783",
Kings Canyon,National Park,California,1930,"43,547",
Kings Canyon,National Park,California,1931,"51,995",
Kings Canyon,National Park,California,1932,"40,806",
Kings Canyon,National Park,California,1933,"50,081",
Kings Canyon,National Park,California,1934,"66,024",
Kings Canyon,National Park,California,1935,"116,739",
Kings Canyon,National Park,California,1936,"148,568",
Kings Canyon,National Park,California,1937,"157,810",
Kings Canyon,National Park,California,1938,"148,116",
Kings Canyon,National Park,California,1939,"161,080",
Kings Canyon,National Park,California,1940,"201,545",
Kings Canyon,National Park,California,1941,"173,587",
Kings Canyon,National Park,California,1942,"97,745",
Kings Canyon,National Park,California,1943,"60,651",
Kings Canyon,National Park,California,1944,"35,203",
Kings Canyon,National Park,California,1945,"82,442",
Kings Canyon,National Park,California,1946,"221,990",
Kings Canyon,National Park,California,1947,"236,687",
Kings Canyon,National Park,California,1948,"279,231",
Kings Canyon,National Park,California,1949,"294,021",
Kings Canyon,National Park,California,1950,"337,840",
Kings Canyon,National Park,California,1951,"450,031",
Kings Canyon,National Park,California,1952,"448,156",
Kings Canyon,National Park,California,1953,"435,548",
Kings Canyon,National Park,California,1954,"551,500",
Kings Canyon,National Park,California,1955,"556,100",
Kings Canyon,National Park,California,1956,"669,800",
Kings Canyon,National Park,California,1957,"638,500",
Kings Canyon,National Park,California,1958,"683,900",
Kings Canyon,National Park,California,1959,"718,500",
Kings Canyon,National Park,California,1960,"759,800",
Kings Canyon,National Park,California,1961,"748,600",
Kings Canyon,National Park,California,1962,"826,100",
Kings Canyon,National Park,California,1963,"778,600",
Kings Canyon,National Park,California,1964,"831,600",
Kings Canyon,National Park,California,1965,"848,900",
Kings Canyon,National Park,California,1966,"923,400",
Kings Canyon,National Park,California,1967,"909,900",
Kings Canyon,National Park,California,1968,"1,064,000",
Kings Canyon,National Park,California,1969,"946,000",
Kings Canyon,National Park,California,1970,"1,019,000",
Kings Canyon,National Park,California,1971,"887,000",
Kings Canyon,National Park,California,1972,"1,051,755",
Kings Canyon,National Park,California,1973,"899,300",
Kings Canyon,National Park,California,1974,"1,216,800",
Kings Canyon,National Park,California,1975,"1,031,500",
Kings Canyon,National Park,California,1976,"1,127,900",
Kings Canyon,National Park,California,1977,"1,041,000",
Kings Canyon,National Park,California,1978,"864,733",
Kings Canyon,National Park,California,1979,"804,175","5,117"
Kings Canyon,National Park,California,1980,"819,065","4,730"
Kings Canyon,National Park,California,1981,"776,850","3,567"
Kings Canyon,National Park,California,1982,"831,044","3,764"
Kings Canyon,National Park,California,1983,"765,755","3,691"
Kings Canyon,National Park,California,1984,"937,262","3,253"
Kings Canyon,National Park,California,1985,"874,456","2,880"
Kings Canyon,National Park,California,1986,"1,028,785","2,102"
Kings Canyon,National Park,California,1987,"1,081,172","4,494"
Kings Canyon,National Park,California,1988,"1,007,695","4,336"
Kings Canyon,National Park,California,1989,"1,037,349","3,587"
Kings Canyon,National Park,California,1990,"1,062,867","3,878"
Kings Canyon,National Park,California,1991,"1,071,022","3,143"
Kings Canyon,National Park,California,1992,"637,446","1,918"
Kings Canyon,National Park,California,1993,"636,515","3,260"
Kings Canyon,National Park,California,1994,"725,930","1,232"
Kings Canyon,National Park,California,1995,"832,794","5,271"
Kings Canyon,National Park,California,1996,"502,749","10,272"
Kings Canyon,National Park,California,1997,"484,718","26,450"
Kings Canyon,National Park,California,1998,"540,212","27,497"
Kings Canyon,National Park,California,1999,"559,534","33,886"
Kings Canyon,National Park,California,2000,"528,987","31,108"
Kings Canyon,National Park,California,2001,"541,787","33,345"
Kings Canyon,National Park,California,2002,"545,420","32,062"
Kings Canyon,National Park,California,2003,"555,987","21,749"
Kings Canyon,National Park,California,2004,"525,035","21,336"
Kings Canyon,National Park,California,2005,"594,893","18,039"
Kings Canyon,National Park,California,2006,"552,766","21,603"
Kings Canyon,National Park,California,2007,"580,129","20,325"
Kings Canyon,National Park,California,2008,"574,870","20,339"
Kings Canyon,National Park,California,2009,"609,296","20,452"
Kings Canyon,National Park,California,2010,"598,205","21,664"
Kings Canyon,National Park,California,2011,"566,810","21,603"
Kings Canyon,National Park,California,2012,"591,033","21,702"
Kings Canyon,National Park,California,2013,"567,544","19,733"
Kings Canyon,National Park,California,2014,"502,268","27,328"
Kings Canyon,National Park,California,2015,"468,106","31,756"
Kings Canyon,National Park,California,2016,"607,479","30,638"
Kings Mountain,National Military Park,South Carolina,1937,"11,449",
Kings Mountain,National Military Park,South Carolina,1938,"22,259",
Kings Mountain,National Military Park,South Carolina,1939,"29,487",
Kings Mountain,National Military Park,South Carolina,1940,"22,398",
Kings Mountain,National Military Park,South Carolina,1941,"22,941",
Kings Mountain,National Military Park,South Carolina,1942,"12,656",
Kings Mountain,National Military Park,South Carolina,1943,"7,497",
Kings Mountain,National Military Park,South Carolina,1944,"8,233",
Kings Mountain,National Military Park,South Carolina,1945,"17,458",
Kings Mountain,National Military Park,South Carolina,1946,"30,996",
Kings Mountain,National Military Park,South Carolina,1947,"31,067",
Kings Mountain,National Military Park,South Carolina,1948,"31,418",
Kings Mountain,National Military Park,South Carolina,1949,"36,261",
Kings Mountain,National Military Park,South Carolina,1950,"45,479",
Kings Mountain,National Military Park,South Carolina,1951,"58,609",
Kings Mountain,National Military Park,South Carolina,1952,"73,976",
Kings Mountain,National Military Park,South Carolina,1953,"110,615",
Kings Mountain,National Military Park,South Carolina,1954,"143,700",
Kings Mountain,National Military Park,South Carolina,1955,"148,300",
Kings Mountain,National Military Park,South Carolina,1956,"144,900",
Kings Mountain,National Military Park,South Carolina,1957,"145,800",
Kings Mountain,National Military Park,South Carolina,1958,"154,900",
Kings Mountain,National Military Park,South Carolina,1959,"172,400",
Kings Mountain,National Military Park,South Carolina,1960,"242,900",
Kings Mountain,National Military Park,South Carolina,1961,"259,200",
Kings Mountain,National Military Park,South Carolina,1962,"287,800",
Kings Mountain,National Military Park,South Carolina,1963,"346,100",
Kings Mountain,National Military Park,South Carolina,1964,"294,700",
Kings Mountain,National Military Park,South Carolina,1965,"311,700",
Kings Mountain,National Military Park,South Carolina,1966,"351,100",
Kings Mountain,National Military Park,South Carolina,1967,"371,900",
Kings Mountain,National Military Park,South Carolina,1968,"347,400",
Kings Mountain,National Military Park,South Carolina,1969,"501,600",
Kings Mountain,National Military Park,South Carolina,1970,"401,800",
Kings Mountain,National Military Park,South Carolina,1971,"225,200",
Kings Mountain,National Military Park,South Carolina,1972,"230,927",
Kings Mountain,National Military Park,South Carolina,1973,"209,600",
Kings Mountain,National Military Park,South Carolina,1974,"203,800",
Kings Mountain,National Military Park,South Carolina,1975,"282,400",
Kings Mountain,National Military Park,South Carolina,1976,"213,400",
Kings Mountain,National Military Park,South Carolina,1977,"164,700",
Kings Mountain,National Military Park,South Carolina,1978,"216,793",
Kings Mountain,National Military Park,South Carolina,1979,"212,876","212,876"
Kings Mountain,National Military Park,South Carolina,1980,"214,931","214,931"
Kings Mountain,National Military Park,South Carolina,1981,"223,851","223,851"
Kings Mountain,National Military Park,South Carolina,1982,"213,630","213,630"
Kings Mountain,National Military Park,South Carolina,1983,"224,512","224,512"
Kings Mountain,National Military Park,South Carolina,1984,"232,275","232,275"
Kings Mountain,National Military Park,South Carolina,1985,"212,605","212,605"
Kings Mountain,National Military Park,South Carolina,1986,"221,157","221,157"
Kings Mountain,National Military Park,South Carolina,1987,"218,080","218,080"
Kings Mountain,National Military Park,South Carolina,1988,"240,349","240,349"
Kings Mountain,National Military Park,South Carolina,1989,"228,591","228,590"
Kings Mountain,National Military Park,South Carolina,1990,"217,011","217,010"
Kings Mountain,National Military Park,South Carolina,1991,"233,941","233,941"
